Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
elena,,,,,,,Color,Red,Size,39,elena-red-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,39.5,elena-red-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,40,elena-red-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,40.5,elena-red-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,41,elena-red-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,41.5,elena-red-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,42,elena-red-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,42.5,elena-red-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,43,elena-red-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Red,Size,43.5,elena-red-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,35,elena-blue-35,0,shopify,10,deny,manual,6000,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-blue-suede_comfortable-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Blue,active
elena,,,,,,,Color,Blue,Size,35.5,elena-blue-35.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,36,elena-blue-36,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,36.5,elena-blue-36.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,37,elena-blue-37,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,37.5,elena-blue-37.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,38,elena-blue-38,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,38.5,elena-blue-38.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,39,elena-blue-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,39.5,elena-blue-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,40,elena-blue-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,40.5,elena-blue-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,41,elena-blue-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,41.5,elena-blue-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,42,elena-blue-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,42.5,elena-blue-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,43,elena-blue-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Blue,Size,43.5,elena-blue-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,35,elena-beige-35,0,shopify,10,deny,manual,6000,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-beige-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Beige,active
elena,,,,,,,Color,Beige,Size,35.5,elena-beige-35.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,36,elena-beige-36,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,36.5,elena-beige-36.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,37,elena-beige-37,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,37.5,elena-beige-37.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,38,elena-beige-38,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,38.5,elena-beige-38.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,39,elena-beige-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,39.5,elena-beige-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,40,elena-beige-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,40.5,elena-beige-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,41,elena-beige-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,41.5,elena-beige-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,42,elena-beige-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,42.5,elena-beige-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,43,elena-beige-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Beige,Size,43.5,elena-beige-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,35,elena-pistachio-35,0,shopify,10,deny,manual,6000,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-pistachio-suede-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Pistachio,active
elena,,,,,,,Color,Pistachio,Size,35.5,elena-pistachio-35.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,36,elena-pistachio-36,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,36.5,elena-pistachio-36.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,37,elena-pistachio-37,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,37.5,elena-pistachio-37.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,38,elena-pistachio-38,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,38.5,elena-pistachio-38.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,39,elena-pistachio-39,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,39.5,elena-pistachio-39.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,40,elena-pistachio-40,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,40.5,elena-pistachio-40.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,41,elena-pistachio-41,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,41.5,elena-pistachio-41.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,42,elena-pistachio-42,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,42.5,elena-pistachio-42.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,43,elena-pistachio-43,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Pistachio,Size,43.5,elena-pistachio-43.5,0,shopify,10,deny,manual,6000,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,35,elena-ivory-pearl-35,0,shopify,10,deny,manual,8600,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-ivory-pearl-wedding-comfortable-slingback-shoes_1-scaled-1.jpg,1,Ivory Pearl,active
elena,,,,,,,Color,Ivory Pearl,Size,35.5,elena-ivory-pearl-35.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,36,elena-ivory-pearl-36,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,36.5,elena-ivory-pearl-36.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,37,elena-ivory-pearl-37,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,37.5,elena-ivory-pearl-37.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,38,elena-ivory-pearl-38,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,38.5,elena-ivory-pearl-38.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,39,elena-ivory-pearl-39,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,39.5,elena-ivory-pearl-39.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,40,elena-ivory-pearl-40,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,40.5,elena-ivory-pearl-40.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,41,elena-ivory-pearl-41,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,41.5,elena-ivory-pearl-41.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,42,elena-ivory-pearl-42,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,42.5,elena-ivory-pearl-42.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,43,elena-ivory-pearl-43,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Ivory Pearl,Size,43.5,elena-ivory-pearl-43.5,0,shopify,10,deny,manual,8600,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,35,elena-perforated-beige-35,0,shopify,10,deny,manual,7300,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-beige-suede-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Perforated Beige,active
elena,,,,,,,Color,Perforated Beige,Size,35.5,elena-perforated-beige-35.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,36,elena-perforated-beige-36,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,36.5,elena-perforated-beige-36.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,37,elena-perforated-beige-37,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,37.5,elena-perforated-beige-37.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,38,elena-perforated-beige-38,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,38.5,elena-perforated-beige-38.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,39,elena-perforated-beige-39,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,39.5,elena-perforated-beige-39.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,40,elena-perforated-beige-40,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,40.5,elena-perforated-beige-40.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,41,elena-perforated-beige-41,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,41.5,elena-perforated-beige-41.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,42,elena-perforated-beige-42,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,42.5,elena-perforated-beige-42.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,43,elena-perforated-beige-43,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Beige,Size,43.5,elena-perforated-beige-43.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,35,elena-perforated-nougat-35,0,shopify,10,deny,manual,7300,TRUE,TRUE,https://www.saniadmina.com/wp-content/uploads/2025/07/ELENA-perforated-nougat-leather-slingback-shoes-sania-dmina_1-scaled-1.jpg,1,Perforated Nougat,active
elena,,,,,,,Color,Perforated Nougat,Size,35.5,elena-perforated-nougat-35.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,36,elena-perforated-nougat-36,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,36.5,elena-perforated-nougat-36.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,37,elena-perforated-nougat-37,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,37.5,elena-perforated-nougat-37.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,38,elena-perforated-nougat-38,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,38.5,elena-perforated-nougat-38.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,39,elena-perforated-nougat-39,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,39.5,elena-perforated-nougat-39.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,40,elena-perforated-nougat-40,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,40.5,elena-perforated-nougat-40.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,41,elena-perforated-nougat-41,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
elena,,,,,,,Color,Perforated Nougat,Size,41.5,elena-perforated-nougat-41.5,0,shopify,10,deny,manual,7300,TRUE,TRUE,,,,active
